,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
297,Sheffield,Jack,player_146610,O'Connell,2,3,49,20,4.0,0.0,2.0,0.11
298,Man. City,Aymeric,player_146941,Laporte,2,9,43,20,5.1,0.0,2.0,0.22
299,Man. United,Anthony,player_148225,Martial,4,23,1,40,5.0,2.0,2.0,0.61
300,Aston Villa,,player_148508,Trézéguet,3,19,7,32,5.6,0.0,2.0,0.44
301,Aston Villa,Tyrone,player_149484,Mings,2,20,7,20,5.5,2.0,2.0,0.78
302,Leeds,Diego,player_149915,Llorente,2,6,2,20,4.5,0.0,2.0,0.06
303,Fulham,Mario,player_151086,Lemina,3,8,54,31,5.0,0.0,2.0,0.28
304,Newcastle,DeAndre,player_151119,Yedlin,2,7,4,21,4.9,0.0,2.0,0.28
305,Wolverhampton,Leander,player_151589,Dendoncker,3,11,39,31,5.2,0.0,2.0,0.67
306,Man. United,,player_152590,Alex Telles,2,9,1,21,5.1,0.0,2.0,0.28
307,Liverpool,Divock,player_152760,Origi,4,6,14,40,4.5,0.0,2.0,0.0
308,Newcastle,Isaac,player_153127,Hayden,3,10,4,31,5.0,0.0,2.0,0.61
309,Everton,Alex,player_153133,Iwobi,3,13,11,32,5.3,1.0,2.0,0.5
310,Arsenal,,player_153256,Mohamed Elneny,3,10,3,31,5.4,0.0,2.0,0.56
311,Fulham,Harrison,player_153366,Reed,3,9,54,31,5.1,0.0,2.0,0.5
312,Southampton,Sam,player_153373,McQueen,2,1,20,21,-,0.0,2.0,0.0
313,Everton,Jonjoe,player_153673,Kenny,2,7,11,21,5.0,0.0,2.0,0.06
314,Sheffield,John,player_153723,Lundstram,3,7,49,31,4.8,0.0,2.0,0.56
315,Arsenal,Ainsley,player_154043,Maitland-Niles,2,8,3,21,4.7,0.0,2.0,0.28
316,Sheffield,Max,player_155197,Lowe,2,8,49,21,4.3,0.0,2.0,0.33
317,Leeds,Kalvin,player_155405,Phillips,3,13,2,31,5.6,0.0,2.0,0.78
318,Newcastle,Rolando,player_155513,Aarons,3,1,4,32,-,0.0,2.0,0.0
319,Fulham,Marek,player_155529,Rodák,1,7,54,10,3.5,0.0,2.0,0.06
320,Leicester,Daniel,player_155569,Amartey,3,3,13,31,4.9,0.0,2.0,0.17
321,Arsenal,Rob,player_156074,Holding,2,11,3,20,5.0,0.0,2.0,0.78
322,Tottenham,Harry,player_157668,Winks,3,7,6,31,4.9,0.0,2.0,0.33
323,Liverpool,Takumi,player_157882,Minamino,4,9,14,40,4.8,1.0,2.0,0.11
324,Southampton,Kyle,player_158534,Walker-Peters,2,13,20,21,5.0,0.0,2.0,0.9400000000000001
325,Fulham,Ola,player_159506,Aina,2,11,54,21,5.2,1.0,2.0,0.72
326,Wolverhampton,Adama,player_159533,Traoré,4,12,39,40,5.1,0.0,2.0,0.56
327,Everton,Jean-Philippe,player_160987,Gbamin,3,1,11,31,-,0.0,2.0,0.0
328,Man. City,Zack,player_164484,Steffen,1,7,43,10,5.0,0.0,2.0,0.06
329,Everton,Yerry,player_164511,Mina,2,18,11,20,5.5,2.0,2.0,0.8300000000000001
330,West Ham,Vladimir,player_164555,Coufal,2,12,21,21,5.0,0.0,2.0,0.72
331,Chelsea,Timo,player_165153,Werner,4,21,8,40,5.2,4.0,2.0,0.89
332,Brighton,Alireza,player_165210,Jahanbakhsh,4,9,36,40,4.7,0.0,2.0,0.11
333,Leeds,,player_165808,Hélder Costa,3,7,2,32,4.9,2.0,2.0,0.44
334,Man. City,,player_165809,Bernardo Silva,3,15,43,32,5.4,0.0,2.0,0.44
335,Fulham,,player_166324,Ivan Cavaleiro,3,11,54,32,4.6,2.0,2.0,0.67
336,Leicester,Timothy,player_166477,Castagne,2,8,13,21,5.4,1.0,2.0,0.5
337,West Ham,Fabián,player_166640,Balbuena,2,14,21,20,5.2,1.0,2.0,0.67
338,Leicester,Youri,player_166989,Tielemans,3,20,13,32,5.4,4.0,2.0,0.89
339,Fulham,Kenny,player_167074,Tete,2,5,54,21,4.9,0.0,2.0,0.17
340,Arsenal,Thomas,player_167199,Partey,3,9,3,31,5.2,0.0,2.0,0.33
341,Brighton,José,player_167473,Izquierdo,4,1,36,40,-,0.0,2.0,0.0
342,Sheffield,Ben,player_167878,Osborn,3,9,49,31,4.8,0.0,2.0,0.44
343,Burnley,Will,player_168399,Norris,1,3,90,10,-,0.0,2.0,0.0
344,Leicester,Ayoze,player_168580,Pérez,3,9,13,32,5.0,1.0,2.0,0.39
345,Fulham,Josh,player_168765,Onomah,3,4,54,32,4.2,0.0,2.0,0.11
346,Liverpool,Trent,player_169187,Alexander-Arnold,2,19,14,21,4.8,0.0,2.0,0.78
347,Aston Villa,Matt,player_169359,Targett,2,13,7,21,5.1,0.0,2.0,0.8300000000000001
348,Sheffield,Oliver,player_169432,McBurnie,4,9,49,40,4.9,1.0,2.0,0.44
349,Fulham,Antonee,player_169528,Robinson,2,10,54,21,5.1,0.0,2.0,0.72
350,Newcastle,Allan,player_170137,Saint-Maximin,3,12,4,32,5.3,1.0,2.0,0.44
351,Fulham,Jean Michael,player_170271,Seri,3,1,54,31,-,0.0,2.0,0.0
352,Liverpool,Joseph,player_171287,Gomez,2,5,14,20,4.3,0.0,2.0,0.33
353,Man. City,,player_171314,Rúben Dias,2,19,43,20,5.6,0.0,2.0,0.78
354,Wolverhampton,,player_171317,Rúben Neves,3,15,39,31,5.5,2.0,2.0,0.78
355,Southampton,Jan,player_171771,Bednarek,2,15,20,20,5.2,1.0,2.0,0.9400000000000001
356,West Bromwich,Callum,player_171975,Robinson,4,9,35,40,4.4,2.0,2.0,0.56
357,Leicester,Demarai,player_172632,Gray,3,3,13,32,5,0.0,2.0,0.0
358,Man. United,Dean,player_172649,Henderson,1,7,1,10,5.3,0.0,2.0,0.11
359,Leicester,James,player_172780,Maddison,3,26,13,32,5.8,4.0,2.0,0.56
360,Burnley,Josh,player_172782,Brownhill,3,13,90,32,5.5,0.0,2.0,0.8300000000000001
361,West Ham,Saïd,player_172841,Benrahma,3,7,21,32,4.9,0.0,2.0,0.17
362,Chelsea,Ben,player_172850,Chilwell,2,24,8,21,5.3,2.0,2.0,0.78
363,Leicester,Kelechi,player_173515,Iheanacho,4,6,13,40,4.3,0.0,2.0,0.11
364,Everton,Tom,player_173807,Davies,3,8,11,31,5.3,0.0,2.0,0.33
365,Leeds,Tyler,player_173821,Roberts,4,6,2,40,4.4,0.0,2.0,0.11
366,Chelsea,Tammy,player_173879,Abraham,4,28,8,40,5.6,6.0,2.0,0.44
367,Tottenham,Davinson,player_173904,Sánchez,2,5,6,20,4.9,0.0,2.0,0.33
368,Crystal Palace,Jairo,player_173954,Riedewald,3,9,31,31,5.2,1.0,2.0,0.33
369,West Bromwich,Kyle,player_174593,Edwards,3,5,35,32,4.7,0.0,2.0,0.06
370,Leicester,Admiral,player_174595,Muskwe,4,1,13,40,-,0.0,2.0,0.0
371,Fulham,Joachim,player_174874,Andersen,2,10,54,20,4.8,0.0,2.0,0.67
372,Liverpool,Naby,player_175592,Keita,3,7,14,31,5.1,0.0,2.0,0.33
373,Tottenham,Alfie,player_175941,Whiteman,1,1,6,10,-,0.0,2.0,0.0
374,Man. United,Marcus,player_176297,Rashford,4,37,1,40,5.8,7.0,2.0,0.89
375,Chelsea,Christian,player_176413,Pulisic,3,19,8,32,5.4,1.0,2.0,0.39
376,West Bromwich,Darnell,player_176420,Furlong,2,11,35,21,4.3,1.0,2.0,0.89
377,Everton,Dominic,player_177815,Calvert-Lewin,4,38,11,40,5.9,11.0,2.0,0.89
378,Liverpool,Joseph,player_178062,Hardy,4,1,14,40,-,0.0,2.0,0.0
379,West Ham,Jarrod,player_178186,Bowen,4,15,21,40,5.5,4.0,2.0,0.89
380,Aston Villa,Ollie,player_178301,Watkins,4,22,7,40,5.3,6.0,2.0,0.8300000000000001
381,Sheffield,Lys,player_178304,Mousset,4,7,49,40,4.1,0.0,2.0,0.11
382,Newcastle,Miguel,player_179018,Almirón,3,16,4,32,5.3,1.0,2.0,0.5
383,Wolverhampton,Oskar,player_179456,Buur,2,1,39,21,4.5,0.0,2.0,0.0
384,West Bromwich,Grady,player_179830,Diangana,3,10,35,32,4.7,1.0,2.0,0.78
385,Newcastle,,player_180135,Sean Longstaff,3,10,4,31,4.8,0.0,2.0,0.5
386,Man. United,Donny,player_180184,van de Beek,3,9,1,32,5.0,1.0,2.0,0.11
387,West Bromwich,Karlan,player_180294,Grant,4,9,35,40,4.2,1.0,2.0,0.67
388,Man. United,Axel,player_180804,Tuanzebe,2,4,1,20,4.8,0.0,2.0,0.0
389,Newcastle,,player_180974,Joelinton,4,11,4,40,5.0,1.0,2.0,0.61
390,Arsenal,Dani,player_182539,Ceballos,3,13,3,32,5.5,0.0,2.0,0.56
391,West Bromwich,Cédric,player_183015,Kipré,2,3,35,20,-,0.0,2.0,0.0
392,West Ham,Nathan,player_183487,Holland,3,1,21,32,-,0.0,2.0,0.0
393,Burnley,Richard,player_184259,Nartey,2,1,90,20,-,0.0,2.0,0.0
394,Chelsea,Mason,player_184341,Mount,3,24,8,32,5.7,1.0,2.0,0.8300000000000001
395,Man. United,Victor,player_184667,Lindelöf,2,20,1,20,5.2,1.0,2.0,0.72
396,Aston Villa,Marvelous,player_184704,Nakamba,3,5,7,31,5.0,0.0,2.0,0.06
397,Arsenal,Kieran,player_192895,Tierney,2,11,3,21,4.9,1.0,2.0,0.89
398,Southampton,Callum,player_193109,Slattery,3,1,20,32,-,0.0,2.0,0.0
399,Aston Villa,Anwar,player_193488,El Ghazi,4,15,7,40,6.2,5.0,2.0,0.28
400,Leeds,Robin,player_193645,Koch,2,8,2,20,4.7,0.0,2.0,0.61
401,Sheffield,Michael,player_194126,Verrips,1,7,49,10,-,0.0,2.0,0.0
402,Everton,Mason,player_194164,Holgate,2,12,11,20,5.6,1.0,2.0,0.44
403,Tottenham,Steven,player_194252,Bergwijn,4,9,6,40,5.0,0.0,2.0,0.39
404,Liverpool,,player_194634,Diogo Jota,3,22,14,32,5.4,5.0,2.0,0.28
405,Chelsea,Fikayo,player_194794,Tomori,2,2,8,20,5,0.0,2.0,0.0
406,Newcastle,Jamal,player_194799,Lewis,2,8,4,21,4.5,0.0,2.0,0.61
407,Burnley,Mace,player_195064,Goodridge,3,1,90,31,-,0.0,2.0,0.0
408,Burnley,Anthony,player_195471,Driscoll-Glennon,2,1,90,21,-,0.0,2.0,0.0
409,Sheffield,Rhian,player_195473,Brewster,4,9,49,40,4.4,0.0,2.0,0.33
410,Arsenal,Nicolas,player_195735,Pépé,3,13,3,32,4.6,2.0,2.0,0.22
411,Tottenham,,player_195774,Gedson Fernandes,3,1,6,32,-,0.0,2.0,0.0
412,Man. United,Scott,player_195851,McTominay,3,19,1,31,5.5,2.0,2.0,0.56
413,Everton,Beni,player_195855,Baningime,3,1,11,31,-,0.0,2.0,0.0
414,West Bromwich,Sam,player_195864,Field,3,3,35,31,5.2,0.0,2.0,0.0
415,Fulham,Aboubakar,player_197030,Kamara,4,6,54,40,3.9,0.0,2.0,0.11
416,Man. United,Eric,player_197365,Bailly,2,4,1,20,5.0,0.0,2.0,0.28
417,Liverpool,Nathaniel,player_197464,Phillips,2,6,14,20,5.0,0.0,2.0,0.17
418,Leicester,Hamza,player_197469,Choudhury,3,5,13,31,4.7,0.0,2.0,0.06
419,Sheffield,Oliver,player_197937,Burke,4,9,49,40,4.5,0.0,2.0,0.44
420,Southampton,Harry,player_198044,Lewis,1,1,20,10,-,0.0,2.0,0.0
421,Everton,Ben,player_198826,Godfrey,2,12,11,20,5.1,0.0,2.0,0.56
422,Brighton,Ben,player_198869,White,2,11,36,20,4.6,0.0,2.0,0.9400000000000001
423,Tottenham,Sergio,player_199249,Reguilón,2,12,6,21,5.0,0.0,2.0,0.61
424,Tottenham,Japhet,player_199584,Tanganga,2,2,6,20,-,0.0,2.0,0.0
425,Sheffield,Ethan,player_199598,Ampadu,2,10,49,20,5.0,0.0,2.0,0.61
426,Aston Villa,Matthew,player_199796,Cash,2,12,7,21,5.3,0.0,2.0,0.78
427,Aston Villa,Ezri,player_199798,Konsa Ngoyo,2,16,7,20,5.4,2.0,2.0,0.67
428,Southampton,Daniel,player_200088,N'Lundulu,4,5,20,40,4.3,0.0,2.0,0.0
429,Arsenal,Joseph,player_200089,Willock,3,7,3,32,4.9,0.0,2.0,0.11
430,Wolverhampton,,player_200402,Nélson Semedo,2,10,39,21,4.7,0.0,2.0,0.8300000000000001
431,Southampton,Che,player_200439,Adams,4,20,20,40,5.3,4.0,2.0,0.89
432,Wolverhampton,,player_200600,Daniel Podence,3,18,39,32,5.4,3.0,2.0,0.78
433,Man. United,Daniel,player_200617,James,3,9,1,32,5.2,1.0,2.0,0.28
434,Arsenal,Reiss,player_200641,Nelson,4,4,3,40,4.5,0.0,2.0,0.0
435,Liverpool,Caoimhin,player_200720,Kelleher,1,7,14,10,6.0,0.0,2.0,0.06
436,Tottenham,Giovani,player_200826,Lo Celso,3,11,6,32,5.3,1.0,2.0,0.22
437,West Bromwich,Filip,player_200878,Krovinovic,3,7,35,32,4.9,0.0,2.0,0.28
438,Man. United,Timothy,player_201084,Fosu-Mensah,2,2,1,21,4.5,0.0,2.0,0.06
439,Leicester,Harvey,player_201666,Barnes,3,22,13,32,5.6,5.0,2.0,0.72
440,Leicester,Josh,player_201667,Knight,2,1,13,20,-,0.0,2.0,0.0
441,Fulham,André-Frank,player_203325,Zambo Anguissa,3,17,54,31,5.5,0.0,2.0,0.78
442,Leicester,Wilfred,player_203341,Ndidi,3,13,13,31,5.9,0.0,2.0,0.39
443,Aston Villa,Frédéric,player_203368,Guilbert,2,2,7,21,-,0.0,2.0,0.0
444,Southampton,Nathan,player_203389,Tella,4,3,20,40,4.8,0.0,2.0,0.0
445,West Ham,Declan,player_204480,Rice,3,20,21,31,5.7,0.0,2.0,0.9400000000000001
446,Leeds,Jay-Roy,player_204642,Grot,4,1,2,40,-,0.0,2.0,0.0
447,Brighton,Andi,player_204676,Zeqiri,4,2,36,40,4.3,0.0,2.0,0.0
448,Tottenham,George,player_204820,Marsh,3,1,6,31,-,0.0,2.0,0.0
449,Arsenal,Eddie,player_205533,Nketiah,4,8,3,40,4.7,1.0,2.0,0.17
450,Man. City,,player_205651,Gabriel Jesus,4,16,43,40,5.3,2.0,2.0,0.39
451,Man. City,Oleksandr,player_206325,Zinchenko,2,5,43,21,5.3,0.0,2.0,0.11
452,Liverpool,Curtis,player_206915,Jones,3,13,14,32,5.5,0.0,2.0,0.39
453,Sheffield,Sander,player_207189,Berge,3,9,49,31,5.1,1.0,2.0,0.67
454,Crystal Palace,Nya,player_209043,Kirby,3,1,31,32,-,0.0,2.0,0.0
455,Chelsea,Callum,player_209046,Hudson-Odoi,4,6,8,40,5.4,2.0,2.0,0.11
456,Man. City,Phil,player_209244,Foden,3,11,43,32,5.8,4.0,2.0,0.39
457,Arsenal,Emile,player_209289,Smith Rowe,3,4,3,32,6.0,0.0,2.0,0.22
458,Brighton,,player_209362,Bernardo,2,4,36,21,4.8,0.0,2.0,0.11
459,West Bromwich,,player_210407,Matheus Pereira,3,14,35,32,5.3,1.0,2.0,0.61
460,Everton,,player_212319,Richarlison,4,26,11,40,5.9,2.0,2.0,0.67
461,Sheffield,Jake,player_213280,Eastwood,1,1,49,10,-,0.0,2.0,0.0
462,Aston Villa,,player_213345,Wesley,4,4,7,40,-,0.0,2.0,0.0
463,Southampton,Yan,player_213482,Valery,2,2,20,21,5.5,0.0,2.0,0.0
464,Wolverhampton,Maximilian,player_214048,Kilman,2,7,39,20,5.0,0.0,2.0,0.44
465,Tottenham,Joe,player_214225,Rodon,2,7,6,20,5.0,0.0,2.0,0.06
466,Liverpool,Konstantinos,player_214285,Tsimikas,2,6,14,21,-,0.0,2.0,0.0
467,Southampton,William,player_214466,Smallbone,3,3,20,31,4.8,0.0,2.0,0.06
468,Southampton,Jake,player_214470,Vokins,2,1,20,21,-,0.0,2.0,0.0
469,Tottenham,Brandon,player_214572,Austin,1,1,6,10,-,0.0,2.0,0.0
470,Man. United,Aaron,player_214590,Wan-Bissaka,2,16,1,21,5.3,1.0,2.0,0.8300000000000001
471,Brighton,Robert,player_215059,Sánchez,1,13,36,10,5.1,0.0,2.0,0.39
472,Brighton,Max,player_215062,Sanders,3,1,36,31,-,0.0,2.0,0.0
473,Liverpool,Elijah,player_215133,Dixon-Bonner,3,1,14,31,-,0.0,2.0,0.0
474,Liverpool,Luis,player_215135,Longstaff,3,1,14,32,-,0.0,2.0,0.0
475,Liverpool,,player_215136,Neco Williams,2,8,14,21,4.9,0.0,2.0,0.11
476,Newcastle,Elliot,player_215379,Anderson,3,2,4,31,-,0.0,2.0,0.0
477,West Ham,Alfie,player_215407,Lewis,3,1,21,32,-,0.0,2.0,0.0
478,West Ham,Tomas,player_215439,Soucek,3,18,21,31,5.9,5.0,2.0,0.9400000000000001
479,Leeds,Ian,player_215460,Poveda-Ocampo,3,6,2,32,4.6,0.0,2.0,0.0
480,West Bromwich,Dara,player_216616,O'Shea,2,10,35,20,4.0,0.0,2.0,0.61
481,Burnley,Josh,player_217401,Benson,3,7,90,31,4.4,0.0,2.0,0.11
482,West Ham,Pablo,player_217593,Fornals,3,13,21,32,5.3,2.0,2.0,0.89
483,Burnley,Jimmy,player_218023,Dunne,2,5,90,20,5.0,1.0,2.0,0.11
484,Leicester,Çaglar,player_218031,Söyüncü,2,6,13,20,4.8,0.0,2.0,0.22
485,Everton,Ellis,player_218997,Simms,4,1,11,40,-,0.0,2.0,0.0
486,Man. City,Felix,player_219265,Nmecha,3,1,43,32,-,0.0,2.0,0.0
487,Fulham,Ademola,player_219352,Lookman,4,13,54,40,5.6,2.0,2.0,0.61
488,Chelsea,Kai,player_219847,Havertz,3,18,8,32,5.1,1.0,2.0,0.56
489,West Ham,Issa,player_219924,Diop,2,6,21,20,4.8,0.0,2.0,0.17
490,Liverpool,Thomas,player_219936,Clayton,2,1,14,20,-,0.0,2.0,0.0
491,Liverpool,,player_219937,Rhys Williams,2,3,14,20,5.5,0.0,2.0,0.06
492,Leeds,,player_219961,Raphinha,3,14,2,32,5.4,3.0,2.0,0.78
493,Burnley,Bailey,player_220037,Peacock-Farrell,1,7,90,10,2.5,0.0,2.0,0.06
494,Man. City,Tommy,player_220394,Doyle,3,1,43,31,-,0.0,2.0,0.0
495,Man. City,,player_220566,Rodrigo,3,23,43,31,5.7,0.0,2.0,0.89
496,Southampton,Michael,player_220598,Obafemi,4,2,20,40,4.5,0.0,2.0,0.0
497,Leicester,James,player_220627,Justin,2,14,13,21,5.1,1.0,2.0,0.9400000000000001
498,West Ham,Ajibola,player_220684,Alese,2,1,21,20,-,0.0,2.0,0.0
499,Man. United,Mason,player_220688,Greenwood,4,12,1,40,4.8,1.0,2.0,0.44
500,Aston Villa,Keinan,player_221239,Davis,4,3,7,40,4.6,0.0,2.0,0.0
501,Crystal Palace,Sam,player_221272,Woods,2,1,31,20,-,0.0,2.0,0.0
502,Leeds,Jack,player_221399,Harrison,3,15,2,32,5.4,3.0,2.0,0.89
503,Leeds,Jamie,player_221610,Shackleton,3,7,2,31,5.0,0.0,2.0,0.06
504,West Ham,Conor,player_222017,Coventry,3,1,21,31,-,0.0,2.0,0.0
505,West Ham,Ben,player_222018,Johnson,2,9,21,21,5.3,1.0,2.0,0.06
506,Wolverhampton,Morgan,player_222531,Gibbs-White,3,5,39,32,4.0,0.0,2.0,0.06
507,Everton,,player_222627,João Virgínia,1,1,11,10,-,0.0,2.0,0.0
508,Leeds,Pascal,player_222694,Struijk,2,7,2,20,4.6,0.0,2.0,0.39
509,Newcastle,,player_223175,Matthew Longstaff,3,6,4,31,5.3,0.0,2.0,0.17
510,Chelsea,Faustino,player_223332,Anjorin,3,1,8,32,-,0.0,2.0,0.0
511,Fulham,Sylvester,player_223335,Jasper,4,1,54,40,-,0.0,2.0,0.0
512,Tottenham,Jamie,player_223337,Bowden,3,1,6,31,-,0.0,2.0,0.0
513,Arsenal,Bukayo,player_223340,Saka,4,14,3,40,5.4,3.0,2.0,0.8300000000000001
514,Man. City,Ferran,player_224444,Torres,3,14,43,32,5.0,2.0,2.0,0.39
515,Sheffield,Aaron,player_225321,Ramsdale,1,12,49,10,4.9,0.0,2.0,1.0
516,Wolverhampton,Meritan,player_225368,Shabani,3,1,39,32,-,0.0,2.0,0.0
517,Chelsea,Reece,player_225796,James,2,13,8,21,5.3,1.0,2.0,0.67
518,Aston Villa,Dominic,player_226021,Revan,2,1,7,20,-,0.0,2.0,0.0
519,Sheffield,Jayden,player_226182,Bogle,2,6,49,21,4.7,1.0,2.0,0.11
520,Arsenal,,player_226597,Gabriel Magalhães,2,12,3,20,5.1,2.0,2.0,0.67
521,Brighton,Yves,player_227127,Bissouma,3,13,36,31,5.4,1.0,2.0,0.89
522,Chelsea,Édouard,player_228286,Mendy,1,18,8,10,5.0,0.0,2.0,0.78
523,Leicester,Cengiz,player_228798,Ünder,3,6,13,32,5.2,0.0,2.0,0.06
524,Aston Villa,,player_230046,Douglas Luiz,3,19,7,31,5.7,0.0,2.0,0.78
525,Brighton,Percy,player_230127,Tau,4,10,36,40,4.0,0.0,2.0,0.06
526,Tottenham,Tanguy,player_231372,Ndombele,3,15,6,31,5.4,2.0,2.0,0.72
527,Arsenal,Folarin,player_232223,Balogun,4,1,3,40,-,0.0,2.0,0.0
528,Leicester,Vontae,player_232229,Daley-Campbell,2,1,13,21,-,0.0,2.0,0.0
529,Wolverhampton,Taylor,player_232361,Perry,3,1,39,32,-,0.0,2.0,0.0
530,West Ham,Emmanuel,player_232387,Longelo,4,1,21,40,-,0.0,2.0,0.0
531,West Ham,Nathan,player_232398,Trott,1,1,21,10,-,0.0,2.0,0.0
532,Crystal Palace,Eberechi,player_232413,Eze,3,12,31,32,5.5,2.0,2.0,0.61
533,Crystal Palace,Nathan,player_232423,Ferguson,2,1,31,20,-,0.0,2.0,0.0
534,West Bromwich,George,player_232425,Harmon,2,1,35,20,-,0.0,2.0,0.0
535,West Bromwich,Rekeem,player_232427,Harper,3,1,35,31,5,0.0,2.0,0.0
536,Tottenham,Jubril,player_232460,Okedina,2,1,6,21,-,0.0,2.0,0.0
537,Aston Villa,Jacob,player_232653,Ramsey,3,3,7,32,5.0,0.0,2.0,0.06
538,Liverpool,Ben,player_232758,Winterbottom,1,1,14,10,-,0.0,2.0,0.0
539,West Bromwich,Conor,player_232787,Gallagher,3,14,35,31,4.9,2.0,2.0,0.72
540,Brighton,Tariq,player_232792,Lamptey,2,8,36,21,4.9,1.0,2.0,0.61
541,Southampton,Kayne,player_232797,Ramsay,2,1,20,21,-,0.0,2.0,0.0
542,Everton,Anthony,player_232826,Gordon,3,4,11,32,4.7,0.0,2.0,0.06
543,Leicester,Thakgalo,player_232881,Leshabela,3,1,13,32,-,0.0,2.0,0.0
544,Liverpool,Liam,player_232905,Millar,4,1,14,40,-,0.0,2.0,0.0
545,Sheffield,George,player_232923,Broadbent,3,1,49,32,-,0.0,2.0,0.0
546,Man. United,D'Mani,player_232924,Mellor,4,1,1,40,-,0.0,2.0,0.0
547,Man. United,Ethan,player_232929,Laird,2,1,1,21,-,0.0,2.0,0.0
548,Man. United,Brandon,player_232937,Williams,2,5,1,21,5,0.0,2.0,0.0
549,Brighton,Aaron,player_233425,Connolly,4,7,36,40,4.6,2.0,2.0,0.39
550,Liverpool,Leighton,player_233489,Clarkson,3,1,14,31,-,0.0,2.0,0.0
551,Brighton,Steven,player_235382,Alzate,3,8,36,32,4.8,0.0,2.0,0.28
552,Arsenal,Ben,player_235425,Cottrell,3,1,3,32,-,0.0,2.0,0.0
553,Crystal Palace,Nikola,player_235599,Tavares,2,1,31,20,-,0.0,2.0,0.0
554,Southampton,Ibrahima,player_240143,Diallo,3,7,20,31,4.9,0.0,2.0,0.39
555,Brighton,Alexis,player_243016,Mac Allister,3,5,36,32,5.1,1.0,2.0,0.11
556,Liverpool,Jake,player_243343,Cain,3,1,14,32,-,0.0,2.0,0.0
557,Brighton,Jakub,player_243505,Moder,3,1,36,31,-,0.0,2.0,0.0
558,Chelsea,Billy,player_243568,Gilmour,3,2,8,31,5,0.0,2.0,0.0
559,West Ham,,player_243710,Bernardo Rosa,3,1,21,31,-,0.0,2.0,0.0
560,Leicester,Luke,player_244619,Thomas,2,7,13,21,4.5,0.0,2.0,0.22
561,Crystal Palace,Tyrick,player_244723,Mitchell,2,5,31,21,4.9,0.0,2.0,0.5
562,Brighton,Teddy,player_244848,Jenks,3,1,36,31,-,0.0,2.0,0.0
563,Man. City,Cole,player_244851,Palmer,3,1,43,32,-,0.0,2.0,0.0
564,Tottenham,Malachi,player_244853,Fagan-Walcott,2,1,6,20,-,0.0,2.0,0.0
565,Man. United,Teden,player_244856,Mengi,2,1,1,20,-,0.0,2.0,0.0
566,Fulham,Fabio,player_244858,Carvalho,3,1,54,32,-,0.0,2.0,0.0
567,Man. City,Taylor,player_245719,Harwood-Bellis,2,1,43,20,-,0.0,2.0,0.0
568,Tottenham,,player_245824,Carlos Vinicius,4,6,6,40,4.5,0.0,2.0,0.0
569,Wolverhampton,Luke,player_245923,Cundle,3,1,39,32,-,0.0,2.0,0.0
570,Wolverhampton,,player_247632,Pedro Neto,3,22,39,32,5.7,4.0,2.0,0.9400000000000001
571,Man. United,Arnau,player_248506,Puigmal Martínez,3,1,1,31,-,0.0,2.0,0.0
572,Leeds,Sam,player_248937,Greenwood,4,1,2,40,-,0.0,2.0,0.0
573,Man. United,Nathan,player_250370,Bishop,1,1,1,10,-,0.0,2.0,0.0
574,Wolverhampton,Owen,player_250604,Otasowie,3,8,39,31,5.3,0.0,2.0,0.06
575,Leicester,Sidnei,player_421796,Tavares,3,1,13,31,-,0.0,2.0,0.0
576,Southampton,Will,player_422306,Ferry,3,1,20,32,-,0.0,2.0,0.0
577,Burnley,Joel,player_430367,Mumbongo,4,1,90,40,-,0.0,2.0,0.0
578,Liverpool,Jack,player_430990,Bearne,3,1,14,32,-,0.0,2.0,0.0
579,Chelsea,Karlo,player_431019,Ziger,1,1,8,10,-,0.0,2.0,0.0
580,Southampton,Moussa,player_431131,Djenepo,3,11,20,32,5.0,1.0,2.0,0.56
581,Man. City,Eric,player_432656,García,2,6,43,20,4.3,0.0,2.0,0.11
582,Man. City,James,player_432720,Trafford,1,1,43,10,-,0.0,2.0,0.0
583,Man. United,Ethan,player_432819,Galbraith,3,1,1,32,-,0.0,2.0,0.0
584,Newcastle,Daniel,player_432927,Langley,1,1,4,10,-,0.0,2.0,0.0
585,Fulham,Tyrese,player_432931,Francois,3,1,54,31,-,0.0,2.0,0.0
586,Brighton,Jack,player_432945,Spong,3,1,36,31,-,0.0,2.0,0.0
587,Liverpool,Vitezslav,player_432987,Jaros,1,1,14,10,-,0.0,2.0,0.0
588,Liverpool,James,player_432988,Norris,2,1,14,21,-,0.0,2.0,0.0
589,Liverpool,Yasser,player_432990,Larouci,2,1,14,21,-,0.0,2.0,0.0
590,Burnley,Dwight,player_433154,McNeil,3,15,90,32,5.3,0.0,2.0,0.72
591,Leicester,Jakub,player_436680,Stolarczyk,1,1,13,10,-,0.0,2.0,0.0
592,Leeds,Illan,player_437495,Meslier,1,17,2,10,5.3,0.0,2.0,0.9400000000000001
593,Wolverhampton,Lewis,player_437688,Richards,2,1,39,20,-,0.0,2.0,0.0
594,Leeds,Ryan,player_437709,Edmondson,4,1,2,40,-,0.0,2.0,0.0
595,Wolverhampton,,player_437858,Vitinha,3,8,39,32,5.0,0.0,2.0,0.11
596,Arsenal,Miguel,player_439482,Azeez,3,1,3,31,-,0.0,2.0,0.0
597,Man. City,Luke,player_439510,Mbete,2,1,43,20,-,0.0,2.0,0.0
