,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
583,Guingamp,Baptiste,player_512711,Roux,2,9,428,20,4.9,0.0,4.0,0.42
584,Le Havre,Souleymane,player_512745,Toure,2,1,141,20,5,0.0,4.0,0.0
585,Pau,Corentin,player_512746,Chaminade,2,2,5420,20,4.5,0.0,4.0,0.05
586,Le Havre,Ylan,player_514339,Gomes,4,2,141,40,4.3,0.0,4.0,0.0
587,Caen,Zeidane,player_514425,Inoussa,3,1,1028,32,4.8,0.0,4.0,0.0
588,Sochaux,Sidy Mamadou,player_515609,Aubin Diagne,3,1,693,31,-,0.0,4.0,0.0
589,Sochaux,Samy,player_515615,Faraj,3,1,693,32,5,0.0,4.0,0.0
590,Grenoble,Maxence,player_516197,Renoud,3,1,1272,32,5,0.0,4.0,0.0
591,Nancy,Marco Claude,player_516201,Giagnorio,1,3,148,10,-,0.0,4.0,0.0
592,Niort,Bradley,player_516203,Matufueni m'bondo,2,2,1245,20,5.5,0.0,4.0,0.0
593,Troyes,Kemelho,player_516889,Nguena,3,1,154,31,5,0.0,4.0,0.0
594,Niort,Yanis,player_516940,Maronne,1,1,1245,10,-,0.0,4.0,0.0
595,Paris,Andy,player_516941,Pembele,3,1,2338,32,5,0.0,4.0,0.0
596,Grenoble,,player_518140,Orphe M'Bina,4,1,1272,40,4.5,0.0,4.0,0.0
597,Caen,Sullivan,player_518144,Péan,1,3,1028,10,5.0,0.0,4.0,0.11
598,Troyes,Enzo,player_518527,Alfatahi,2,1,154,20,-,0.0,4.0,0.0
599,Châteauroux,Ange Yohan,player_518531,Bonny,2,1,921,21,4.5,0.0,4.0,0.0
600,Châteauroux,Matteo,player_519317,Veillon,3,1,921,31,-,0.0,4.0,0.0
601,Pau,Thierno,player_519357,Thioub,4,3,5420,40,4,0.0,4.0,0.0
602,Le Havre,Abdelwahed,player_519732,Wahib,2,1,141,21,-,0.0,4.0,0.0
603,Nancy,Maxime,player_519751,Nonnenmacher,3,1,148,31,-,0.0,4.0,0.0
604,Amiens,Mustapha,player_520172,Sangaré,4,5,1430,40,4.2,0.0,4.0,0.0
605,Clermont,Fred,player_521153,Gnalega,3,1,1983,31,-,0.0,4.0,0.0
606,Ajaccio,Mala,player_521176,Baro,3,1,1163,31,-,0.0,4.0,0.0
607,Sochaux,Malcolm,player_521597,Viltard,3,1,693,31,5,0.0,4.0,0.0
608,Sochaux,Killian,player_523105,Camele,2,1,693,20,4.5,0.0,4.0,0.0
609,Paris,Check-Oumar,player_523644,Diakité,3,1,2338,31,5.0,0.0,4.0,0.11
610,Auxerre,Théo,player_523673,De Percin,1,1,138,10,-,0.0,4.0,0.0
